2024-12-05 16:11:01 [main] INFO  org.thejavengers.Main - Inicio de la aplicación JavaFX.
2024-12-05 16:11:01 [JavaFX Application Thread] INFO  org.thejavengers.Main - Iniciando la aplicación JavaFX.
2024-12-05 16:11:02 [JavaFX Application Thread] INFO  org.thejavengers.Main - Aplicación JavaFX iniciada correctamente.
2024-12-05 16:11:04 [JavaFX Application Thread] INFO  o.t.v.g.VistaGestionMenuPrincipal - Navegando a la ventana de Gestión de Excursiones.
2024-12-05 16:11:04 [JavaFX Application Thread] INFO  o.t.v.g.VistaGestionMenuPrincipal - Ventana de Gestión de Excursiones abierta correctamente.
2024-12-05 16:11:05 [JavaFX Application Thread] INFO  o.t.v.g.VistaGestionExcurciones - Intentando abrir la vista para añadir una excursión en una nueva ventana.
2024-12-05 16:11:06 [JavaFX Application Thread] INFO  o.t.v.g.VistaGestionExcurciones - Nueva ventana de 'Añadir Excursión' abierta correctamente.
2024-12-05 16:12:00 [JavaFX Application Thread] INFO  o.t.v.g.VistaAñadirExcursion - Intentando agregar una nueva excursión.
2024-12-05 16:12:00 [JavaFX Application Thread] INFO  org.thejavengers.modelo.Excursion - Excursión creada exitosamente: Excursion{id=0, descripcion='alles', fecha=2024-12-24, dias=5, precio=50,00}
2024-12-05 16:12:00 [JavaFX Application Thread] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Slf4jLoggerProvider
2024-12-05 16:12:00 [JavaFX Application Thread] DEBUG o.h.i.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.boot.beanvalidation.BeanValidationIntegrator].
2024-12-05 16:12:00 [JavaFX Application Thread] DEBUG o.h.i.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2024-12-05 16:12:00 [JavaFX Application Thread] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.6.2.Final
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration string -> org.hibernate.type.BasicTypeReference@2cdc7876
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.BasicTypeReference@2cdc7876
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.BasicTypeReference@6baed58e
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.BasicTypeReference@319e536c
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.BasicTypeReference@319e536c
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.BasicTypeReference@319e536c
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.BasicTypeReference@e25b046
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration text -> org.hibernate.type.BasicTypeReference@41f5763c
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.BasicTypeReference@5cead929
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.BasicTypeReference@1face4eb
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.BasicTypeReference@1face4eb
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.BasicTypeReference@3ca8c0d8
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.BasicTypeReference@3ca8c0d8
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.BasicTypeReference@560605e7
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration materialized_clob_char_array -> org.hibernate.type.BasicTypeReference@5c2fbd9f
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration materialized_clob_character_array -> org.hibernate.type.BasicTypeReference@24dc814d
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.BasicTypeReference@5e882b0e
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration materialized_nclob_character_array -> org.hibernate.type.BasicTypeReference@38c72405
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration materialized_nclob_char_array -> org.hibernate.type.BasicTypeReference@1925b5c7
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.BasicTypeReference@59339947
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.BasicTypeReference@59339947
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.BasicTypeReference@467c1934
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.BasicTypeReference@467c1934
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.BasicTypeReference@471aeaf2
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.BasicTypeReference@471aeaf2
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.BasicTypeReference@7325e45b
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.BasicTypeReference@7325e45b
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.BasicTypeReference@3619a2d9
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.BasicTypeReference@3619a2d9
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration OffsetDateTimeWithTimezone -> org.hibernate.type.BasicTypeReference@108aa897
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration OffsetDateTimeWithoutTimezone -> org.hibernate.type.BasicTypeReference@579d0e
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.BasicTypeReference@5c8cb663
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.BasicTypeReference@5c8cb663
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration OffsetTimeUtc -> org.hibernate.type.BasicTypeReference@2778d841
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration OffsetTimeWithTimezone -> org.hibernate.type.BasicTypeReference@62f31229
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration OffsetTimeWithoutTimezone -> org.hibernate.type.BasicTypeReference@5e705c94
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.BasicTypeReference@6776d697
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.BasicTypeReference@6776d697
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration ZonedDateTimeWithTimezone -> org.hibernate.type.BasicTypeReference@6ada0e8
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration ZonedDateTimeWithoutTimezone -> org.hibernate.type.BasicTypeReference@7cb5884e
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration date -> org.hibernate.type.BasicTypeReference@207dffb0
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.BasicTypeReference@207dffb0
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration time -> org.hibernate.type.BasicTypeReference@71ee4746
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.BasicTypeReference@71ee4746
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.BasicTypeReference@1aaf1373
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.BasicTypeReference@1aaf1373
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.BasicTypeReference@1aaf1373
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.BasicTypeReference@4a081f90
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.BasicTypeReference@4a081f90
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.BasicTypeReference@4a081f90
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.BasicTypeReference@5c7e91e
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration calendar_time -> org.hibernate.type.BasicTypeReference@6904a97
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration instant -> org.hibernate.type.BasicTypeReference@64c6e5bd
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.BasicTypeReference@64c6e5bd
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration uuid -> org.hibernate.type.BasicTypeReference@6e38922a
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.BasicTypeReference@6e38922a
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration pg-uuid -> org.hibernate.type.BasicTypeReference@6e38922a
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.BasicTypeReference@548d19ea
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.BasicTypeReference@504d351e
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration class -> org.hibernate.type.BasicTypeReference@375c9a7
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.BasicTypeReference@375c9a7
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.BasicTypeReference@1508acbc
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration Currency -> org.hibernate.type.BasicTypeReference@1508acbc
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.BasicTypeReference@1508acbc
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.BasicTypeReference@2c549ec6
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.BasicTypeReference@2c549ec6
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.BasicTypeReference@1c1521a
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.io.Serializable -> org.hibernate.type.BasicTypeReference@1c1521a
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.BasicTypeReference@1dba0fa9
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.BasicTypeReference@1dba0fa9
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration ZoneOffset -> org.hibernate.type.BasicTypeReference@4d072dee
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration java.time.ZoneOffset -> org.hibernate.type.BasicTypeReference@4d072dee
2024-12-05 16:12:01 [JavaFX Application Thread] DEBUG o.hibernate.type.BasicTypeRegistry - Adding type registration url -> org.hibernate.type.BasicTypeReference@452d3826
